num_inspected_publications,num_citations
0,0
23,0
201,0
212,0
219,0
226,0
232,0
239,0
266,0
273,0
322,0
329,0
333,0
335,0
347,0
353,0
355,0
364,0
368,0
372,0
378,0
380,0
390,1
400,1
404,1
406,1
408,1
409,1
430,1
436,1
437,1
457,1
487,1
489,1
493,1
494,1
500,1
503,1
523,1
585,1
751,1
752,1
766,1
767,1
768,1
770,1
798,1
814,1
1057,1
1079,1
1920,1
2467,1
2468,1
2469,1
2544,1
2556,3
2557,3
2591,3
2596,3
2597,3
2617,3
2642,3
2675,3
2676,3
3452,3
3463,3
3466,3
3587,3
3647,3
3650,3
3655,3
3666,3
3675,3
3902,3
3920,3
3922,3
3924,3
3931,3
3935,3
3937,3
3938,3
3939,3
4010,3
4038,3
4085,3
4096,3
4530,3
4708,3
4709,3
4711,3
4726,3
