num_inspected_publications,num_citations
0,0
18,1
106,3
138,3
329,3
561,5
691,8
755,10
875,10
996,10
1174,10
1243,10
1279,10
1295,10
1435,12
1573,12
1599,12
1759,12
1802,12
1845,12
1853,12
1956,12
2135,12
2139,12
2184,12
2192,12
2197,12
2266,12
2302,12
2322,12
2325,12
2859,13
2862,13
3033,13
3071,13
3137,13
3165,13
3219,13
3257,13
3328,13
3497,13
3527,13
3534,13
4297,13
4376,13
4575,13
4745,13
4757,13
4765,13
4819,13
4826,13
4839,13
4851,13
4856,13
4897,13
4905,13
4966,13
4989,13
4995,13
5031,13
5120,13
5122,13
5175,13
5207,13
5223,13
5280,13
5282,13
5306,13
5308,13
5357,13
5420,13
5423,13
5437,13
5439,13
5462,13
6123,13
6143,13
6163,13
6167,13
6196,13
6213,13
6327,13
6332,13
6368,13
6616,13
6778,13
6792,16
6796,16
6820,16
6834,16
6846,16
6953,16
6995,16
7053,16
7061,16
7070,16
7465,16
7475,16
7520,16
7539,16
7610,16
7783,16
7878,16
8052,16
8093,16
8100,16
8110,16
8111,16
8112,16
8117,16
8164,16
8170,16
8180,16
8254,16
8330,16
8346,16
8359,16
8534,16
8613,16
8641,16
8656,16
8670,16
9088,16
9091,16
9095,16
9137,16
9219,16
9225,16
9254,16
9258,16
9282,16
9283,16
9359,16
9388,16
9439,16
9586,16
9602,16
9610,16
9611,16
9628,16
9871,17
9872,17
9879,17
9895,17
10010,17
10106,17
10115,17
10124,17
10171,17
10172,17
10319,18
10345,18
10366,18
10410,18
10412,18
10414,18
10512,18
10520,18
10546,18
10653,18
10736,18
10744,18
10746,18
10764,18
10788,18
10815,18
10838,18
10842,18
10850,18
10859,19
10887,19
10913,19
10954,19
10980,19
10982,19
10987,19
10989,19
11137,19
11138,19
11143,19
11173,19
11179,19
11181,19
11196,19
11257,19
12458,19
