num_inspected_publications,num_citations
0,0
21,23
69,25
84,33
92,33
172,40
191,41
196,42
207,43
227,46
261,46
457,47
541,53
544,53
548,53
550,53
560,53
570,53
582,53
584,53
586,53
588,53
601,53
605,53
606,53
607,53
631,53
634,53
692,53
702,53
725,53
727,53
728,53
754,54
767,55
783,55
791,55
792,55
794,55
795,55
796,55
797,55
824,55
871,55
879,55
972,55
1023,55
1030,55
1056,55
1070,55
1078,55
1096,55
1127,55
1128,55
1163,58
1164,58
1170,58
1231,63
1254,63
1258,63
1262,63
1267,63
1288,63
1290,63
1292,63
1312,63
1313,63
1327,63
1328,63
1329,63
1330,63
1462,65
1467,65
1468,65
1473,65
1480,65
1481,65
1487,65
1488,65
1534,65
1548,65
1549,65
1551,65
1582,65
1583,65
1587,65
1589,65
1600,65
1602,65
1727,65
1772,65
1787,65
1788,65
1789,65
1790,65
1794,65
1796,65
