num_inspected_publications,num_citations
0,0
37,22
106,24
138,24
283,24
295,24
424,24
482,24
523,24
572,28
681,28
698,28
701,28
708,28
713,28
719,28
724,28
739,28
768,28
919,28
929,28
936,28
956,28
979,28
1268,28
1269,28
1299,28
1301,28
1316,28
1318,28
1322,28
1323,28
1447,29
1450,29
1460,29
1496,29
1508,30
1520,30
1577,30
1578,30
1627,32
1635,32
1658,32
1711,32
1803,32
1804,32
1890,32
1896,32
1945,32
1949,32
2035,33
2049,33
2144,36
2160,36
