num_inspected_publications,num_citations
0,0
92,1
114,3
153,3
290,18
341,18
365,18
458,33
554,37
647,37
1221,57
1249,57
1587,60
1789,62
1935,62
2055,66
2148,66
2177,66
2233,66
2591,96
2662,96
2746,100
2923,102
2945,103
2958,105
3020,110
3070,110
3134,113
3307,113
3395,113
3462,113
3486,113
3604,113
3631,113
3787,113
3964,113
3997,117
4039,119
4074,119
4128,119
4170,119
4200,119
4275,119
4359,119
4496,119
4675,122
4717,122
4869,122
4884,122
5100,122
5110,122
5138,122
5145,122
5222,122
5224,122
5229,122
5443,122
5452,122
5520,122
5752,122
5892,122
6114,122
6154,122
6172,123
6190,123
6203,123
6212,123
6221,123
6328,123
6359,123
6364,123
6416,129
6419,129
6433,130
6476,136
6550,136
6559,136
6573,136
6577,136
6611,136
6613,136
6623,136
6643,136
6644,136
6666,136
6749,136
6753,136
6817,136
6821,136
6824,136
6911,138
6978,138
7246,138
7919,145
8025,145
8058,145
8075,145
8082,145
8115,145
8307,145
8387,145
8404,145
8441,148
8647,148
8653,148
8664,148
8666,148
8669,148
8687,148
8719,149
8760,149
8762,149
8765,149
8863,149
8870,149
9015,149
9042,149
9072,149
9106,149
9325,149
9331,149
9400,149
9417,149
9427,149
9436,149
9441,149
9443,149
9480,149
9511,149
9512,149
9613,149
9615,149
9703,149
9715,149
9740,149
9904,149
9934,149
9950,149
9987,149
9993,149
10021,149
10324,149
10351,149
10401,149
10407,149
10472,149
10552,150
10562,150
10641,150
10815,155
10832,155
11059,155
11074,155
11075,155
11104,155
11110,155
11113,155
11132,155
11239,155
11353,155
11409,155
11443,155
11467,155
11625,155
11626,155
11631,155
11652,157
11772,157
11970,157
11977,157
