num_inspected_publications,num_citations
0,0
3459,41
6280,42
8837,73
30341,82
34204,98
42984,123
44267,131
51096,136
51895,230
59404,246
67846,259
69401,262
70807,404
73267,467
76944,484
81343,502
81860,549
87830,554
93375,591
102165,592
115192,610
115755,618
120739,618
123518,644
127165,659
130774,665
135280,684
140735,698
143196,751
157981,764
162536,769
164143,771
165871,798
171639,801
176345,807
181597,854
199758,952
200015,953
208506,974
210552,974
216520,1033
229450,1070
229623,1072
236450,1078
240699,1089
304182,1106
315002,1123
319138,1129
319898,1183
321813,1184
329671,1213
333854,1341
341636,1357
352605,1371
354533,1378
356030,1418
359805,1620
360521,1639
399183,1673
401815,1675
411557,1703
422555,1707
454874,1733
457101,1812
461990,1818
465780,1821
469257,1835
470333,2278
475450,2310
480170,2423
608194,2675
631484,2729
634817,2734
636221,2816
645316,3094
656595,3183
659040,3188
661531,3209
669432,3543
674393,3549
675632,3565
688768,3581
693488,3597
693804,3664
695362,3667
