num_inspected_publications,num_citations
0,0
12,2
159,3
171,3
179,3
186,3
269,4
293,4
319,5
329,5
335,7
343,7
348,7
352,7
372,7
429,7
432,7
527,9
546,11
548,11
555,11
632,11
633,11
639,11
707,11
713,11
719,11
733,11
754,11
762,11
768,11
797,11
798,11
803,11
828,11
1089,11
1108,11
1113,12
1115,12
1119,12
1132,12
1136,12
1166,12
1167,12
1176,12
1177,12
1178,12
1180,12
1181,12
1182,12
1183,12
1187,12
1196,12
1390,13
1461,13
1468,13
1469,13
17947,14
32148,16
35946,16
37375,16
41941,17
44116,17
46968,17
49087,17
