num_inspected_publications,num_citations
0,0
42,7
183,18
238,21
450,26
470,26
475,26
481,26
560,51
577,53
609,54
676,54
738,55
743,55
749,55
773,56
823,56
859,56
885,56
887,56
891,56
1184,57
1229,57
1230,57
1256,57
1258,57
1277,57
1286,57
1292,57
1308,57
1312,59
1313,59
1314,59
1323,59
1326,60
1354,61
1355,61
1356,61
1495,61
1508,61
1510,61
1547,61
1550,61
1556,61
1557,61
1579,61
1604,61
1690,61
1691,61
1692,61
1694,61
1709,61
1710,61
1731,61
1738,61
1743,61
1828,61
2105,61
2110,61
2118,61
2119,61
2235,61
2263,62
2279,62
2341,62
2372,65
2440,65
2443,65
2479,65
2504,76
2524,76
2532,76
2668,76
2692,76
2737,76
2738,76
2749,76
2793,76
2797,76
2807,76
2808,76
2822,76
2829,76
2908,76
2923,76
2927,76
2955,78
2966,78
2967,78
2989,78
3012,78
3013,78
3016,78
3017,78
3020,79
3024,79
3049,79
3093,79
3096,79
3097,79
3109,79
3138,79
3227,79
3228,79
3233,79
3235,79
3243,79
3263,79
3313,79
3315,79
3493,79
3506,79
3518,79
3526,79
3660,79
3666,79
3667,79
3669,79
3670,79
3676,79
3723,79
7472,87
30919,88
41437,88
50906,89
61871,89
62751,91
70921,91
89311,98
90200,98
107845,110
111296,110
153643,112
174539,116
175144,116
300512,118
320928,118
321050,118
341983,119
345021,125
735606,125
748522,125
809136,125
812633,126
924301,127
925385,128
930073,130
994591,131
996674,131
998318,131
1015723,131
1025021,131
1138650,132
1157531,132
1186848,132
1225669,134
