num_inspected_publications,num_citations
0,0
12,6
322,14
461,14
508,20
514,20
518,20
1856,20
2021,23
2034,23
2066,23
2069,23
2074,23
2080,23
2115,23
2153,23
2161,23
2162,23
2182,23
2202,23
2260,23
2265,23
2290,23
2296,23
2309,23
2338,23
2673,23
2676,23
2678,23
2687,23
2692,23
2696,23
2746,23
2750,23
2758,23
2765,23
2900,23
2910,23
2991,23
2996,23
3000,23
3023,23
3071,23
3154,23
3158,24
3159,24
3162,24
3163,24
3230,24
3231,24
3541,25
3543,25
3589,25
3591,25
3611,25
3619,25
3624,26
3626,26
3640,26
3643,26
3651,26
3657,26
3688,26
3743,26
3744,26
