num_inspected_publications,num_citations
0,0
30,0
64,0
79,0
96,0
129,0
142,0
345,3
373,3
398,3
416,3
581,5
587,5
691,5
696,5
716,5
750,5
754,5
764,5
800,5
872,5
898,5
949,5
952,5
960,5
967,5
975,5
982,5
995,5
1015,5
1038,5
1052,5
1055,5
1058,5
1095,5
1101,5
1106,6
1111,6
1123,6
1135,6
1137,6
1139,6
1146,6
1166,6
1185,6
1189,6
1200,6
1237,6
1265,6
1274,6
1277,6
1281,6
1301,6
1302,6
1305,6
1347,7
1349,7
1353,7
1354,7
1356,7
1361,7
1367,7
1375,7
1472,7
1473,7
1479,7
1486,7
1497,7
1503,7
1529,7
1533,7
1536,7
1539,7
1540,7
1545,7
1554,7
1563,7
1568,7
1571,7
1693,7
1696,7
1768,7
1804,7
1826,7
1829,7
1831,7
1880,7
1886,7
1894,7
1919,7
1921,7
1941,7
1945,7
1948,7
1971,7
2005,7
2011,7
2021,7
2059,7
2116,7
2119,8
2122,8
2124,8
2185,9
2228,9
2258,9
2266,9
2268,9
2299,9
2301,10
