num_inspected_publications,num_citations
0,0
234,959
555,1461
644,1482
717,1488
788,1495
875,1495
963,1599
1010,1625
1054,1625
1089,1648
1145,1648
1198,1648
1256,1648
1306,1653
1336,1653
1369,1668
1440,1668
1470,1668
1507,1668
1528,1668
1637,1685
1674,1690
1703,1690
1766,1697
1787,1697
1835,1697
1873,1698
1890,1698
1900,1698
1949,1701
2028,1706
2070,1717
2095,1717
2150,1720
2166,1720
2174,1720
2195,1720
2222,1742
2254,1742
2261,1742
2304,1750
2331,1750
2419,1755
2432,1760
2443,1760
2456,1760
2702,1760
2719,1760
2732,1760
2752,1763
2770,1763
2809,1763
2871,1763
3029,1768
3037,1768
3111,1862
3553,1865
3585,1865
3592,1865
3596,1865
3603,1865
3608,1865
3624,1865
3628,1865
3635,1865
3735,1866
3844,1888
3848,1888
3852,1888
3884,1892
4223,1946
4227,1946
4252,1946
4256,1946
4260,1946
4264,1946
4301,1980
4304,1980
4326,1980
4329,1980
4502,1981
4631,2023
4752,2024
4771,2024
4775,2024
4780,2024
4832,2024
4853,2024
4875,2024
4897,2024
5138,2024
5142,2024
5243,2027
5250,2027
5254,2039
5479,2039
5486,2039
5490,2039
5522,2039
5530,2039
5962,2412
5965,2412
5971,2412
5993,2413
6000,2414
6008,2414
6026,2414
6111,2416
6115,2416
6127,2416
6135,2416
6138,2416
6159,2416
6169,2416
6322,2416
6371,2416
6406,2416
6715,2416
6748,2416
6751,2416
6758,2416
6807,2423
6819,2437
6821,2437
6826,2437
6864,2439
6896,2439
6955,2440
6960,2440
6966,2440
6979,2440
6981,2440
6983,2440
7002,2440
7006,2440
7072,2458
7085,2458
7102,2458
7211,2458
7353,2458
7361,2458
7373,2458
7375,2458
7386,2466
7472,2466
7479,2466
7549,2466
7551,2466
7553,2466
7564,2466
7590,2466
7645,2466
7665,2466
7816,2466
7947,2466
7951,2466
7955,2466
8166,2468
8182,2468
8278,2477
8445,2477
8448,2477
8502,2491
8504,2491
8517,2491
8609,2491
8653,2540
8656,2540
8784,2541
8787,2541
8829,2541
8832,2541
8916,2541
8955,2543
8957,2543
8962,2543
8990,2543
9179,2543
9205,2547
9281,2548
9286,2548
9289,2548
9322,2548
9324,2548
9350,2549
9356,2549
9645,2549
9987,2549
9992,2549
9994,2549
10051,2549
10097,2570
10111,2570
10118,2572
10140,2572
10144,2572
11420,2572
11434,2572
11446,2572
11456,2572
11467,2572
11469,2572
11470,2572
11484,2572
11493,2572
11514,2572
11531,2572
11610,2579
11612,2579
11696,2580
11751,2580
11753,2580
11780,2580
11792,2580
11793,2580
11812,2580
11813,2580
12071,2605
12080,2605
12081,2605
12116,2605
12119,2605
12125,2605
12131,2605
12132,2605
12133,2605
12134,2605
12135,2605
12188,2605
12205,2605
12208,2605
12289,2605
12404,2605
12671,2606
12782,2606
12820,2606
12821,2606
12845,2606
12919,2606
12926,2606
12932,2606
13187,2609
13240,2618
13243,2618
13283,2618
13352,2618
13353,2618
13399,2618
13400,2618
13408,2618
13443,2618
13448,2618
13498,2618
13513,2618
13524,2618
13529,2618
13535,2618
13536,2618
13675,2648
13678,2648
13686,2648
13687,2648
13688,2648
13689,2648
13694,2648
13696,2648
13699,2648
13711,2648
13712,2648
13715,2648
13762,2648
13767,2648
13794,2648
13795,2648
13796,2648
13852,2648
13853,2648
13854,2648
13962,2648
13976,2648
13979,2648
13980,2648
14009,2648
14159,2655
14161,2655
14162,2655
14177,2655
14186,2655
14232,2655
14256,2655
14257,2655
14308,2655
14517,2656
14586,2656
14587,2656
14588,2656
14589,2656
14590,2656
14591,2656
14665,2660
14700,2660
14701,2660
14739,2660
14742,2660
14756,2660
14757,2660
14758,2660
14780,2660
14865,2661
14869,2661
14914,2661
14915,2661
14918,2662
14927,2663
14943,2663
14975,2663
14977,2663
14979,2663
14991,2674
15014,2674
15028,2674
15029,2674
15030,2674
15031,2674
15098,2674
15143,2674
15147,2674
15184,2674
15188,2674
15192,2674
15221,2674
15222,2674
15249,2674
15251,2674
15263,2674
15264,2674
15265,2674
15270,2674
15276,2674
15286,2674
15396,2674
15402,2674
15403,2674
15409,2674
15441,2674
15442,2674
15467,2674
15469,2674
15470,2674
15471,2674
15531,2674
15776,2689
15783,2689
15784,2689
15787,2689
15807,2689
15808,2689
15809,2689
15836,2689
15837,2689
15845,2693
15864,2693
15896,2693
15899,2693
15916,2693
15917,2693
15925,2694
16013,2694
16017,2694
16018,2694
16019,2694
16022,2694
16029,2694
16072,2694
16073,2694
16074,2694
16080,2694
16107,2695
16111,2695
16120,2695
16121,2695
16165,2695
16170,2695
16203,2695
16240,2695
16288,2695
16331,2695
16332,2695
16352,2695
16361,2695
16362,2695
16419,2695
16506,2695
16507,2695
16508,2695
16519,2695
16525,2695
16527,2695
16544,2695
16590,2695
16596,2695
16662,2695
16663,2695
16675,2695
16676,2695
16814,2695
16876,2695
16877,2695
16911,2695
16915,2695
16934,2695
16938,2695
16940,2695
17185,2699
17186,2699
17353,2723
17381,2723
17392,2723
17398,2723
17401,2723
17446,2724
17448,2724
17822,2753
17826,2753
17827,2753
17828,2753
17863,2754
17895,2754
17896,2754
18015,2756
18021,2756
18022,2756
18138,2756
18240,2756
18279,2756
18280,2756
18282,2756
18287,2756
18288,2756
18289,2756
18291,2756
18296,2756
18299,2756
18301,2756
18386,2760
18468,2764
18469,2764
18473,2764
18516,2764
18530,2764
18553,2764
18554,2764
18604,2764
18605,2764
18606,2764
18607,2764
18625,2764
18665,2764
18666,2764
18682,2765
18683,2765
18684,2765
18716,2765
18759,2767
18760,2767
18761,2767
18767,2767
18773,2767
18848,2767
18853,2769
18854,2769
18856,2769
18861,2769
18879,2769
18890,2769
19120,2784
20372,2797
20374,2797
20406,2797
20438,2797
20439,2797
20492,2799
20504,2799
20552,2799
20555,2799
20556,2799
20612,2799
20615,2799
20617,2799
20669,2799
20681,2799
20686,2799
20688,2799
20697,2799
20708,2799
20712,2799
20721,2799
20722,2799
20734,2799
20736,2800
20818,2801
20922,2801
20932,2801
20934,2801
20935,2801
20936,2801
20938,2801
20939,2801
20949,2801
21018,2805
21019,2805
21023,2805
21024,2805
21043,2805
21045,2805
21046,2805
21058,2805
21059,2805
21060,2805
21096,2805
21107,2805
21151,2805
21153,2805
21156,2805
21157,2805
21158,2805
21163,2805
21166,2805
21167,2805
21168,2805
21176,2826
21302,2827
21343,2833
21458,2833
21496,2836
21497,2836
21498,2836
21507,2836
21509,2836
21535,2836
21551,2836
21574,2836
21587,2836
21588,2836
21589,2836
21590,2836
21591,2836
21617,2836
21728,2836
21823,2837
21824,2837
21923,2837
21941,2837
21953,2837
21954,2837
21955,2837
21957,2837
21958,2837
22026,2837
22049,2840
22055,2840
22056,2840
22058,2840
22059,2840
22060,2840
22264,2840
22362,2858
22370,2859
22413,2859
22712,2859
22713,2859
22770,2859
22774,2859
22786,2859
22795,2859
22809,2859
22835,2859
22836,2859
22837,2859
22905,2859
22906,2859
22907,2859
22908,2859
22910,2859
22945,2859
22961,2859
23019,2859
23020,2859
23021,2859
23025,2859
23091,2859
23092,2859
23128,2859
23181,2859
23198,2863
23207,2863
23273,2863
23274,2863
23369,2864
23473,2864
23475,2864
23485,2864
23486,2864
23530,2864
23534,2864
23536,2864
23537,2864
23676,2864
23705,2864
23774,2864
23892,2864
23987,2864
23988,2864
24429,2867
24475,2869
24476,2869
24493,2869
24494,2869
24518,2869
24519,2869
24538,2869
24559,2869
24569,2869
24570,2869
24639,2875
24641,2875
24642,2875
24657,2875
24659,2875
24685,2875
24686,2875
24687,2875
24765,2875
24766,2875
24767,2875
24865,2875
24870,2875
24871,2875
24960,2875
24961,2875
25057,2875
25150,2875
25151,2875
25477,2875
25583,2875
25618,2875
25621,2875
25646,2876
25654,2876
25655,2876
25658,2876
25780,2876
25793,2876
25794,2876
25798,2876
25801,2876
25802,2876
25803,2876
25847,2876
25848,2876
25852,2876
25860,2876
25861,2876
25869,2876
25905,2876
26267,2922
26269,2922
26271,2922
26272,2922
26306,2924
26307,2924
26308,2924
26310,2924
26326,2924
26360,2924
26439,2924
26494,2925
26496,2925
26503,2925
26573,2935
26599,2935
26614,2935
26615,2935
26616,2935
26625,2935
26628,2935
26629,2935
26687,2937
26689,2937
26693,2937
26751,2940
26753,2940
26754,2940
26755,2940
26764,2940
26765,2940
26767,2940
26793,2940
26819,2940
26960,2940
26963,2940
26998,2940
26999,2940
27156,2940
27157,2940
27240,2940
27300,2941
27301,2941
27304,2941
27305,2941
27307,2941
27308,2941
27309,2941
27320,2941
27348,2941
27360,2941
27361,2941
27369,2941
27384,2941
27482,2943
27491,2943
27500,2943
27503,2943
27607,2943
27618,2943
27629,2943
27630,2943
27631,2943
27743,2950
27800,2951
27803,2951
27807,2951
27812,2951
27821,2951
27822,2951
27835,2951
27838,2951
27870,2951
27903,2951
27905,2951
27939,2952
27940,2952
27960,2952
27962,2952
27963,2952
27964,2952
27997,2952
28007,2958
28055,2958
28108,2958
28115,2958
28123,2958
28126,2958
28282,2964
28283,2964
28284,2964
28287,2964
28291,2964
28293,2964
28500,2964
28553,2964
28591,2964
28695,2968
28697,2968
28721,2968
28729,2968
28885,2968
28886,2968
28920,2968
28960,2968
29128,2968
29143,2968
29144,2968
29303,2968
29304,2968
29316,2968
29337,2968
29338,2968
29339,2968
29340,2968
29343,2968
29344,2968
29372,2968
29373,2968
29379,2968
29435,2968
29438,2968
29441,2968
29529,2968
