num_inspected_publications,num_citations
0,0
71,29
93,31
431,61
525,78
533,78
539,78
544,78
577,78
585,78
715,78
806,78
811,78
1460,78
1464,78
1980,78
2055,78
2059,78
2067,78
2087,81
2409,82
2411,82
2413,82
2492,82
2508,82
2517,82
2520,82
2548,82
2551,82
2555,82
2575,84
2578,84
2602,84
2604,84
2607,84
2619,84
2626,84
2629,84
2637,86
2649,86
2658,86
2659,86
2691,86
2697,86
2698,86
2715,86
2943,86
2971,86
3138,86
3287,89
3290,89
3291,89
3298,89
3307,89
3579,89
3590,89
3598,89
3640,89
3656,89
3673,90
3678,90
3682,90
3861,90
3867,90
3868,90
3869,90
3892,90
3950,90
3955,90
3956,90
3961,92
3962,92
3976,92
4051,92
4055,92
4056,92
4058,92
4090,92
4092,92
4527,92
4530,92
4531,92
4536,92
4543,92
4546,92
4548,92
4552,93
4553,93
4560,93
4576,93
4596,93
4649,93
4685,94
4702,94
4732,94
4733,94
4734,94
4741,94
4745,94
4824,97
4825,97
4837,97
4843,97
4856,98
4861,98
4998,98
4999,98
5004,98
5033,98
5068,98
5115,99
5117,99
5123,99
5126,99
5127,99
5132,99
5135,99
5136,99
5147,99
5326,99
5401,99
5405,99
5536,99
5545,99
5550,101
5551,101
5552,101
5556,101
5557,101
5567,101
5568,101
5629,101
5631,101
5639,102
5657,102
5659,102
5661,102
5673,102
5674,102
5709,104
5712,104
5713,104
5719,104
5733,104
5734,104
5741,104
5742,104
5780,104
5785,104
5786,104
5788,104
5789,104
5790,104
5801,104
5821,109
5825,109
5827,110
5828,110
5877,110
5899,110
5906,110
6072,111
6074,111
6075,111
6082,111
6144,111
6145,111
6147,111
6152,111
6156,111
6157,111
6221,111
6222,111
6224,111
6241,111
6244,111
6245,111
6246,111
6248,111
6272,111
6278,111
6288,111
6354,111
6357,111
6365,111
6371,111
6373,111
6415,111
6473,111
6475,111
6478,111
6479,111
6484,111
6891,111
6939,111
7064,111
7074,111
7080,111
7082,111
7116,111
7123,111
7124,111
7230,111
7231,111
7233,111
7239,111
7272,112
7274,112
7317,112
7326,112
7338,113
7344,113
7346,113
7355,113
7358,113
7409,113
