num_inspected_publications,num_citations
0,0
1076,443
8977,777
18072,1055
29351,1144
30755,1226
33200,1231
34606,1373
162630,1625
166307,1642
174165,1671
177940,1873
187682,1901
191865,2029
197833,2088
198593,2142
200820,2221
201619,2315
206339,2428
224500,2526
226960,2589
230437,2603
243464,2621
248716,2668
251273,2699
258782,2715
263288,2734
266897,2740
268625,2767
332108,2784
337225,2816
350155,2853
388817,2887
389133,2954
394094,2960
397553,3001
400886,3006
405592,3012
411562,3017
434852,3071
467171,3097
471570,3115
473128,3118
474683,3121
478932,3132
489752,3149
493399,3164
495314,3165
502143,3170
510634,3191
516402,3194
523229,3200
524726,3240
529710,3240
530227,3287
534017,3290
538906,3296
540189,3304
541796,3306
545659,3322
549795,3328
558585,3329
560631,3329
561347,3348
563979,3350
565907,3357
580692,3370
591690,3374
594151,3427
596642,3448
599463,3449
599636,3451
621140,3460
625860,3476
626117,3477
628896,3503
637338,3516
638577,3532
649546,3546
650109,3554
654664,3559
663444,3584
668989,3621
676771,3637
682226,3651
695362,3667
