num_inspected_publications,num_citations
0,0
15,14
23,14
32,14
73,15
79,15
120,15
157,15
160,15
201,15
203,15
205,15
209,15
330,15
586,24
716,24
753,24
755,24
756,24
757,24
758,24
810,24
815,26
817,26
1286,26
1287,26
1290,29
1291,29
1296,29
1305,29
1418,29
1433,29
1436,29
1564,31
1642,31
1643,31
1652,31
1726,31
1735,32
1747,32
1799,32
1903,32
2012,32
2116,37
2118,37
2125,37
2239,37
2362,39
2364,39
2375,39
2756,39
2822,56
2841,57
2938,57
2943,57
3076,57
3096,57
3108,57
3110,57
3123,57
3211,57
3212,57
3213,57
3416,60
3425,60
3454,60
3499,60
3503,60
3584,60
3585,60
3587,60
3599,62
3654,62
3667,62
3672,62
3676,62
3678,62
3690,62
3693,62
3694,62
3705,62
3756,62
3794,62
3896,68
3899,68
4250,68
4292,68
4293,68
4295,68
4297,68
4305,68
4423,68
4425,68
4426,68
4435,68
4447,68
4465,68
4478,68
4480,68
4806,69
5038,70
11131,82
34125,83
34583,85
34844,85
41075,85
47071,87
50077,87
57489,87
59030,87
64341,87
71846,87
93620,92
96104,93
120733,93
124531,94
132311,96
138343,99
158870,99
286881,104
288448,104
294179,108
297880,109
301010,117
313803,118
396456,119
