num_inspected_publications,num_citations
0,0
17,20
19,20
20,20
21,20
122,20
124,20
125,20
351,20
352,20
355,20
370,21
373,21
374,21
392,27
474,40
482,40
492,44
652,47
665,47
673,47
675,47
680,47
704,62
711,62
730,64
732,64
736,72
752,74
763,74
766,77
824,78
840,81
842,81
843,81
849,83
1097,83
1110,83
1183,83
1184,83
1188,83
1193,84
1312,93
1317,96
1358,96
1476,96
1479,96
1481,96
1523,96
1531,96
1601,96
1700,97
1703,97
1717,99
1742,100
1762,100
1877,100
1911,100
1919,100
1950,100
2231,101
2235,101
2241,101
2242,101
2285,101
2286,101
2287,101
2298,101
2306,101
2311,101
2326,102
2336,102
6475,176
14759,273
26123,500
28396,550
35931,563
38267,613
40787,615
45068,627
46981,627
47794,628
50872,638
57327,640
57571,644
68311,647
72811,648
74900,652
75498,654
75570,654
