num_inspected_publications,num_citations
0,0
11,4
37,5
59,7
183,15
217,20
273,48
293,92
385,93
413,95
424,103
483,106
597,121
666,125
1415,145
1438,145
1446,148
1541,164
1603,167
1619,181
1637,182
1661,191
1720,212
1753,216
1798,217
1890,224
1943,228
2139,249
2341,280
2504,333
2532,337
2639,354
2787,357
2906,363
2951,388
2954,394
3021,454
3037,455
3038,457
3272,471
3282,502
3301,504
3342,515
3394,515
3422,518
3431,519
3451,551
3592,583
3661,606
3664,606
3839,632
3866,633
3939,633
3947,634
3955,636
4006,643
4040,657
4100,668
4103,679
4395,680
4427,690
4450,690
4479,691
4480,691
4548,700
4557,706
4624,716
4631,716
4708,717
4726,733
4804,733
4810,741
4815,742
5031,743
5042,745
5051,745
5228,746
5267,757
5283,760
5356,761
5379,761
5387,761
5394,766
5403,767
5404,772
5468,797
5502,797
5562,821
5933,822
5934,824
6009,824
6122,825
6123,825
6361,874
6373,877
6419,884
6447,884
6453,884
6501,885
6540,896
6722,896
6724,900
6751,913
6752,913
6760,914
6767,914
6807,918
6854,923
6855,923
6914,933
7012,933
7056,934
7076,934
7127,935
7208,936
7265,936
7304,936
7397,936
7524,943
7551,944
7571,945
7622,945
7722,950
7778,950
7848,969
7919,981
8007,981
8042,982
8104,1000
8109,1000
8129,1001
8176,1001
8200,1001
8237,1004
8293,1009
8325,1009
8477,1012
8478,1013
8497,1023
8550,1024
8579,1024
8667,1043
8689,1048
8852,1078
8950,1081
8992,1089
9030,1091
9075,1102
9096,1102
9170,1102
9173,1102
9238,1108
9253,1109
9292,1113
9311,1114
9332,1115
9489,1127
9518,1131
9529,1131
9588,1131
9640,1139
9657,1139
9852,1139
9901,1149
9910,1150
9965,1150
10034,1152
10035,1152
10075,1156
10092,1156
10104,1156
10160,1156
10173,1162
10175,1162
10380,1166
10460,1166
10468,1166
10480,1168
10521,1168
10616,1175
10619,1175
10673,1175
10674,1175
10705,1175
10716,1176
10728,1176
10798,1176
10816,1176
10854,1176
10888,1176
10901,1176
10923,1177
10997,1179
10999,1179
11018,1179
11040,1179
11051,1179
11057,1179
11064,1179
11070,1179
11071,1179
11090,1179
11094,1179
11102,1179
11106,1179
11148,1179
11169,1179
11188,1180
11195,1180
11230,1184
11266,1184
11275,1184
11290,1184
11295,1184
11303,1190
11324,1190
11479,1190
11518,1190
11567,1193
11577,1201
11726,1210
11739,1211
11759,1212
11766,1212
11798,1212
11801,1212
11992,1212
12001,1213
12012,1213
12119,1214
