num_inspected_publications,num_citations
0,0
36099,654
45927,817
63823,1176
64959,1253
79771,1466
96548,1530
193975,1590
200624,1625
328635,1850
338252,1918
345122,1939
351300,1963
405269,2049
417013,2074
434749,2092
444899,2109
449998,2133
454553,2180
465964,2222
469956,2320
476897,2343
487514,2376
489505,2394
490808,2475
493765,2482
496249,2488
500482,2510
595871,2541
600457,2548
608735,2551
612486,2551
616338,2561
620928,2573
623305,2582
625008,2586
718446,2629
725600,2646
728694,2666
735344,2667
