num_inspected_publications,num_citations
0,0
1076,443
7429,777
14747,1055
22022,1144
23410,1226
24165,1231
25571,1373
153582,1625
155036,1641
162894,1670
166041,1872
172541,1900
176678,2028
181258,2087
181677,2139
183904,2218
184703,2312
188273,2425
204894,2523
206450,2586
208971,2600
212415,2618
216764,2665
219320,2696
221422,2711
223692,2730
227210,2736
228938,2763
255293,2780
260410,2812
267513,2849
290643,2883
290959,2950
293483,2956
295447,2997
298269,3002
301518,3008
306321,3013
329610,3067
331882,3093
334705,3111
336195,3114
337750,3117
340446,3128
351265,3145
354354,3160
354917,3161
361741,3166
370150,3187
375918,3190
377935,3196
378807,3236
381579,3236
382096,3283
385680,3286
389417,3292
390534,3300
391413,3301
395198,3317
399332,3323
408115,3324
410097,3324
410813,3343
411963,3345
413891,3352
421365,3365
428553,3369
431014,3422
432962,3443
435612,3444
435785,3446
442426,3454
447146,3470
447335,3471
450114,3497
458556,3510
459761,3526
468178,3540
468741,3548
473296,3553
477113,3578
481481,3614
487822,3630
490824,3644
499315,3660
