author_id,author_num_citations,author_num_publications,num_inspected_publications,num_citations
1827493828,632,12,508191,235
136702084,9904,234,1560403,3411
1788919128,2,29,0,0
1857642308,222,48,1096919,25
723861092,49,30,281915,5
490083078,920,55,742664,146
1593916528,74,35,411511,25
1885602469,14,19,193968,1
1860570626,0,54,0,0
293093246,888,64,764349,343
